Fe,C,O,Mg,Si,Ca,Ti,S,f_ra,f_dec,f_x,f_y,f_z,f_dist,f_disk_num,f_spec,f_spec_num,f_vmag,f_bv,f_u,f_v,f_w,f_teff,f_logg,f_name_class
-0.11,,,-0.03,-0.08,-0.05,-0.08,,340.87,-41.41,0.7,-57.84,37.37,68.86,1,1,10,4.85,1.03,18.5,-32.2,-22.6,4791.3,2.54,0
-0.11,-0.09,0.05,0.07,-0.12,-0.02,-0.05,-0.32,353.05,7.08,20.77,52.56,58.39,81.27,1,3,37,6.8,0.51,16.3,-14.7,-2.3,6422.3,4.42,0
0.14,0.19,,0.1,0.1,0.12,0.08,,255.67,44.64,-19.89,-52.06,42.77,70.25,1,2,25,8.51,0.67,-28.8,-36.2,9.9,5923.5,,0
0.07,-0.3,-0.18,0.15,0.17,0.16,0.06,0.37,57.36,-36.2,3.17,3.37,64.18,64.35,1,2,27,4.17,0.93,19.7,0.4,-11.2,5074.8,2.69,0
0.05,0.08,0.07,0.09,0.04,0.06,0.05,0.01,155.17,-53.66,18.45,52.18,14.55,57.23,1,3,37,7.64,0.52,2.8,-31.7,4.6,6318,4.49,0
-0.08,-0.2,,0,-0.11,0.08,0.35,,155.18,-1.47,-1.04,-3.06,-31.86,32.03,1,1,13,9.41,1.07,-76.8,-53.8,-51.4,4982.4,4.38,0
0.33,,,0.49,0.4,0.31,0.33,0.72,255.79,14.51,3.23,12.86,33.76,36.27,1,2,25,6.54,0.77,-23.3,-63.8,-15.9,5650,4.12,0
-0.37,-0.02,-0.22,-0.28,-0.35,-0.32,-0.34,,155.21,-15.48,9.44,30.46,-7.4,32.73,1,2,22,7.19,0.55,-67.6,-48.6,56.4,5961,4.41,0
0.32,,,0.4,0.54,0.28,0.26,1.62,353.21,-16.85,-1.35,-5.95,13.2,14.54,1,1,16,8.61,1.29,-13.6,-21.6,-8.5,4130.8,,0
-0.25,-0.19,,-0.22,-0.25,-0.19,-0.13,,155.24,-28.74,12.62,45.81,23.94,53.2,1,2,28,9.1,0.73,-8.9,-8.3,33.7,5548,4.48,0
0.34,0.34,0.19,0.37,0.34,0.28,0.29,0.53,353.23,63.16,10.71,51.79,17.74,55.78,1,2,28,7.44,0.77,-109.4,-41.5,-27.9,5559.3,3.97,1
0.36,0.2,0.35,0.23,0.3,0.42,0.33,,255.86,9.02,13.72,73.92,31.81,81.63,1,2,20,8.17,0.6,-5.9,-23.8,-9.4,6057.5,,0
-0.04,,0.01,-0.01,-0.04,-0.09,-0.04,,260.28,-24.68,-35.94,18.27,19.44,44.76,1,1,10,8.57,0.77,-2.6,10.8,-19.9,5462,4.46,0
0.08,,-0.03,0.09,0.09,0.06,,0,57.54,6.62,18.64,28.3,11.89,35.92,1,2,20,7.72,0.68,-5,-11.1,0.5,5711.8,4.4,0
0.18,,0.06,,,,,,353.3,-6.4,10.85,83.68,-9.95,84.96,1,3,38,8.06,0.54,-44.4,-7,-30,6273.5,,0
-0.07,,0.02,0.04,-0.05,-0.11,-0.05,,155.32,-17.05,2.52,13.19,57.35,58.91,1,2,28,9.39,0.78,-134.6,-49.1,-22.8,5353,4.46,0
0.34,0.4,0.23,0.44,0.39,0.37,0.38,0.23,353.33,-77.39,-1.24,-12.65,-28.75,31.44,1,2,22,5.82,0.68,10.5,-16.7,-17.3,5827.1,3.99,0
-0.26,,0.04,0.05,-0.18,-0.15,-0.09,,255.95,17.19,0.65,7.68,-85.81,86.16,1,2,22,9.13,0.64,-8.8,-110.4,12.6,5757,4.32,0
0.02,0,-0.24,0.13,0.03,0.07,0.01,0.43,353.35,-12.66,2.7,33.67,-3.33,33.94,1,1,12,8.81,0.89,-25.6,-5.3,-13.6,,,0
0.24,0.23,0.12,0.26,0.17,0.22,0.26,0.22,57.6,17.48,4.57,7.92,-45.66,46.57,1,2,21,7.52,0.65,10.5,-59.2,-14.7,5802.8,4.26,1
-0.16,-0.26,-0.12,0.04,-0.06,-0.13,-0.13,0.36,255.99,13.57,-2.84,-59.08,92.34,109.66,1,1,11,6.06,1.05,74.8,-10.8,-6.4,,,0
-0.45,-0.36,-0.22,-0.27,-0.38,-0.36,-0.3,,57.63,-64.07,8.65,16.32,-53.21,56.32,1,2,28,9.57,0.75,-72.8,-52.5,32.7,5326,4.45,0
0.08,,,,,,,,256,20.88,1.45,34.75,70.23,78.37,0,2,25,9.04,0.65,9999,9999,9999,,,0
-0.26,-0.13,-0.15,-0.21,-0.27,-0.21,-0.08,0.37,57.65,-42.57,1.89,3.7,26.78,27.1,1,1,12,8.62,0.91,-87.6,7.6,-9.7,4962.2,4.54,0
-0.17,,,0,-0.15,-0.04,-0.03,-0.02,256.02,46.09,0.66,37.24,62.6,72.84,1,3,37,7.84,0.45,77.5,-0.6,17.7,6285.5,,0
0.01,-0.04,,0.04,0.01,0.03,0.24,,155.46,-44.51,-2.06,-39.73,-23.25,46.08,0,2,28,9.78,1,9999,9999,9999,4827,4.32,0
-0.44,,0.01,-0.08,-0.27,-0.23,-0.22,,57.67,-4.62,-2.8,-5.85,71.77,72.06,1,2,25,8.15,0.69,28.2,-72.1,-37.9,5557.2,3.9,0
-0.18,-0.12,-0.12,-0.07,-0.11,-0.2,-0.08,-0.06,353.44,-36.26,-0.11,7.98,58.51,59.05,0,3,33,7.25,0.39,9999,9999,9999,6683,,0
0.32,0.42,0.24,0.38,0.35,0.26,0.39,0.66,256.12,-28.58,-1.33,17.35,5.54,18.26,1,1,10,6.58,0.81,15.5,-15.3,-17.2,5391.2,4.37,0
-0.13,,0.03,,,,,,159.82,21.6,66.91,-28.16,29.99,78.55,1,2,25,8.34,0.62,-35,-64.6,3.2,5798.3,4.16,0
0.2,0.19,0.13,0.18,0.23,0.14,0.18,0.18,155.53,-46.57,-2.11,88.84,-55.38,104.71,1,2,22,8.54,0.68,-25.7,-17.2,12.5,6036.5,,0
0,0,-0.02,0.15,-0.01,0.08,0.1,-0.15,256.13,-43.31,3.36,-37.71,30.15,48.4,1,3,38,7.38,0.57,28,-19.5,-41.4,6124.3,4.32,1
0.14,0.18,-0.02,0.1,0.08,0.1,0.06,,155.54,16.47,-1.56,47.04,-44.91,65.06,1,2,25,8.8,0.73,-32.5,-20.1,13,5726.7,4.44,0
-0.04,,,0.04,0.06,0.06,0.06,,155.54,-58.27,-0.58,16.86,-114.61,115.84,0,2,26,6.35,0.88,9999,9999,9999,5164,3.06,0
0.27,0.25,0.18,0.29,0.23,0.22,0.25,0.21,155.54,41.23,-1.28,36.47,-14.95,39.43,1,3,38,5.74,0.53,-11.8,-29.9,-12.5,6245.6,4.03,1
-0.21,-0.12,0.14,-0.18,-0.18,-0.23,-0.16,-0.41,260.33,-51.12,-24.96,11.19,-31.6,41.79,1,2,21,7.79,0.63,38.2,-37.4,11.4,5725.5,,0
-0.2,,0.12,-0.01,-0.13,-0.11,-0.03,,256.16,-59.88,-9.62,77.53,15.14,79.58,1,2,25,9.14,0.67,-13.6,0.8,-5,5721.7,4.34,0
0.2,,,,-0.19,,-0.05,,155.59,12.15,2.53,-32.97,-14.78,36.22,1,0,0,10.36,1.18,-45.9,-22.4,-14.9,4486,4.6,0
-0.26,0.08,-0.01,,,,,,155.59,-29.56,-1.01,12.24,41.28,43.07,1,2,28,7.55,0.55,-12.2,-12,11.3,5986.4,4.08,0
-0.07,-0.12,,-0.07,-0.04,0.01,0.12,,155.6,-28.85,-3.18,35.65,23.11,42.6,1,1,13,9.44,0.96,-4.3,10.3,0.6,5039,4.48,0
-0.2,-0.13,-0.1,-0.14,-0.16,-0.16,-0.16,-0.16,353.64,-70.96,2.89,-13.25,-47.64,49.53,1,3,38,7.55,0.51,-12.3,8.3,-16.2,6374.3,4.53,0
0.14,,,0.24,0.3,0.24,0.08,0.68,353.66,33.5,10.42,-44.48,81.56,93.48,1,1,10,5.63,1.04,-1.1,0.1,9.9,4730,2.78,0
-0.59,-0.27,0.37,-0.37,-0.41,-0.14,0,1.23,256.26,-5.07,0.81,-3.54,9.81,10.46,1,1,14,7.71,1.1,47,-63.4,20.8,4395.3,4.29,0
-0.24,,,,,,,,155.67,16.93,-3.7,22.5,-62.93,66.93,0,2,25,9.12,0.64,9999,9999,9999,,,0
-0.01,-0.2,-0.24,0.27,0.32,0.17,0.09,1.36,353.71,-15.25,28.25,-99.54,-51.52,115.59,1,1,14,5.95,1.35,-7.7,-63,16.2,,,0
0.09,0.02,0,0.07,-0.01,0.14,0.05,-0.09,256.32,0.7,4.36,-15.14,13.34,20.64,1,3,39,6.01,0.58,1.7,-30.8,-20.2,6020.5,4.38,0
-0.23,,-0.23,-0.08,-0.24,-0.18,-0.25,,155.7,-45.47,2.13,-11.25,-138.51,138.98,1,3,30,9.31,0.44,-7.8,-18.3,-2.8,6490.5,4.23,0
0.04,-0.2,,-0.11,-0.04,0.12,0.36,,353.72,-34.67,9.89,-33.2,3.91,34.85,1,1,15,10.28,1.2,-68.7,-39.4,0,4626,4.31,0
0.22,0.41,0.34,0.3,0.26,0.21,0.18,0.29,155.71,-28.01,-16.23,77.86,-21.23,82.32,1,2,23,8.31,0.66,-34.1,-12,-1.1,5999,,0
-0.18,-0.14,-0.08,-0.13,-0.15,-0.11,-0.12,,256.34,-33.77,-12.23,39.03,-41.04,57.94,1,2,21,8.34,0.61,29.7,-11.5,-47.6,5919.5,4.48,0
0.19,0.06,0.07,0.35,0.3,0.18,0.23,1.07,155.75,6.54,17.28,-69.71,19.07,74.31,1,1,13,6.06,1.12,20.4,-13.8,-35.3,,,0
-0.11,,,-0.2,-0.05,0.06,0.22,,58,39.8,-1.91,-16.09,27.92,32.28,1,1,15,9.47,1.07,-15.8,-3.3,-6,,,0
0.11,,-0.06,0.22,0.11,0.16,0.04,,44.89,-4.12,-24.27,-31.32,58.42,70.59,1,3,38,7.78,0.51,-74.3,-52.7,-10.1,6333.3,4.18,0
0.27,,,,0.27,,0.2,,276.67,-30.39,23.77,5.07,39.81,46.64,1,2,20,6.75,0.55,-33.2,-12,-3.5,6255.5,4.13,0
-0.04,,-0.07,0.03,-0.02,-0.1,,-0.2,58.02,22.67,-2.23,-23.1,-18.78,29.85,1,2,27,7.58,0.68,-14.2,-47.2,-16.5,5634.2,4.5,0
-0.13,-0.2,,-0.09,-0.13,-0.07,0.08,,155.8,-48.34,-4.95,16.57,45.99,49.13,0,1,10,9.65,0.92,9999,9999,9999,5064,4.42,0
-0.33,-0.32,-0.17,-0.2,-0.3,-0.31,-0.28,,353.85,2.23,9.05,-20.42,29.11,36.69,1,2,28,8.42,0.72,-44.1,25.4,31.9,5420.7,4.44,0
-0.05,-0.08,-0.06,0.07,-0.07,0.01,-0.01,0.53,353.86,31.16,-9.7,21.28,-6.09,24.16,1,1,11,7.9,0.85,37.8,-20.6,-9.5,5162.1,4.42,0
-0.37,-0.01,-0.05,-0.06,-0.16,-0.19,-0.1,,353.87,31.02,-13.14,27.82,-12.96,33.38,1,3,39,6.85,0.6,-67.2,-113.5,63.1,5719.2,4.19,0
0.2,0.09,0.17,0.24,0.17,0.08,0.17,,353.87,1.31,-11.54,24.53,102.87,106.38,1,1,10,6.48,1.15,21.9,3.1,-3.2,4648.3,2.65,0
-0.05,-0.08,-0.28,0.15,0.06,0.06,0.05,0.22,155.87,-0.9,16.89,-44.95,-60.78,77.46,1,1,10,6.44,0.92,24,-9.1,12,5019.5,3.33,1
-0.19,-0.1,-0.06,-0.1,-0.16,-0.08,-0.1,,155.89,-12.49,21.49,-52.97,4.57,57.35,1,2,23,8.13,0.57,-40.7,3.5,-21.1,6009,4.34,0
-0.17,-0.23,-0.17,0.01,0.05,-0.06,-0.13,0.59,155.92,29.62,-11.13,25.26,-118.28,121.46,1,1,10,6.36,1.09,5.8,-5.3,-14,,,0
-0.55,,,-0.4,,,,,353.93,20.58,7.1,-13.05,91.9,93.09,1,3,38,9.12,0.56,68.3,-32.9,6.4,5969,4.29,0
0.37,0.44,0.1,0.35,0.32,0.32,0.31,,155.93,2.62,-23.28,51.82,32.7,65.55,1,3,38,7.87,0.6,-5.9,-100.3,-18.2,6168.2,4.22,0
-0.08,,,,-0.11,,-0.03,,126.25,-74.91,47.47,31.63,30.14,64.52,1,2,23,7.17,0.67,8.5,-51.2,-5.2,5705.5,3.89,0
0.01,-0.38,-0.15,0.11,0.06,0.1,0.03,0.19,256.55,10.45,-29.06,51.41,-98.14,114.53,1,2,28,6.38,0.9,-15.8,4.5,-26,,,0
-0.2,-0.21,-0.2,-0.13,-0.19,-0.15,-0.11,-0.1,155.98,-29.65,-1.98,3.88,21.5,21.94,1,2,25,6.92,0.66,-10,-22.1,16.3,5611.4,4.52,1
-0.1,0.39,0.06,,,,,,256.57,12.61,20.75,-35.03,1.65,40.75,1,2,25,8.51,0.75,-38.5,-17.5,28.5,5463.5,,0
-0.02,-0.14,0.01,0.22,0.22,-0.02,0.1,1.07,256.58,22.08,-54.3,91.55,-9.93,106.9,1,1,13,5.58,1.3,-52.3,-94.6,-18.9,4220,2.2,0
-0.49,,-0.4,-0.37,-0.55,-0.49,-0.48,,58.25,-4.37,4.78,-36.57,103.75,110.11,1,3,30,7.5,0.41,39.6,-19.8,22.1,6574,3.87,0
0.04,,-0.18,0.02,,,,,58.29,17.33,-0.36,2.06,-43.16,43.21,1,3,32,5.95,0.35,-41.1,-19,-1.8,7002,4.14,0
0.13,0.14,0.1,0.18,0.08,0.13,0.04,0.15,256.62,-47.85,-24.38,37.16,39.13,59.22,1,2,23,8.63,0.64,41.8,-26.7,-20.9,5941.5,,0
-0.67,,-0.14,-0.24,-0.46,-0.39,-0.39,,156.06,-24.61,29.58,-48.38,32.94,65.57,1,2,23,7.11,0.67,-103.1,-64.5,-13.3,5541,3.67,0
-0.03,,0.04,0.07,-0.01,-0.03,-0.04,,354.02,18.44,-18.87,27.82,-14.49,36.6,1,2,25,7.6,0.7,-117.1,-45.5,6.5,5570.7,4.37,0
-0.41,-0.04,-0.16,-0.31,-0.29,-0.4,-0.27,,156.15,-5.52,47.68,-64.06,76.44,110.54,1,2,20,9.77,0.58,-62.2,-98.3,-96.5,5795.5,4.5,0
0.15,,,,0.17,0.3,,,152.07,31.6,17.84,57.45,11.45,61.24,1,3,34,6.24,0.47,-9,-26.9,-21.3,6593.7,4.1,0
0.2,,0.02,0.37,0.4,0.34,0.22,0.79,58.39,-46.89,27.89,-101.02,-24.56,107.64,1,1,12,5.93,1.22,9.7,-16.7,12.6,4393,2.36,0
0.01,0.07,,,,,,,58.4,30.77,-15.43,53.94,-41.99,70.08,1,2,20,9.19,0.67,-18.1,0.1,-13,,,0
-0.17,-0.32,-0.18,-0.17,-0.28,-0.17,-0.11,,58.41,28.15,27.93,-94.35,12.49,99.19,1,2,28,7.87,0.84,-36.5,-29.6,19.7,5189.7,3.71,0
0.33,0.28,,0.29,0.32,0.29,0.29,0.35,354.19,-42.36,3.34,-3.54,98.89,99.01,1,2,25,8.7,0.75,9.4,-27.5,-34.2,5653,,0
0.36,0.44,0.3,0.33,0.4,0.36,0.51,,354.19,-17.24,1.54,-1.62,53.25,53.3,1,1,11,9.33,0.9,-100.8,-49.5,-6.5,5191.5,4.45,0
0.16,0.1,0.13,0.11,0.14,0.13,0.14,0.05,256.81,-2.87,-21.91,22.58,-8.87,32.69,1,2,26,7.82,0.74,-22.2,-10.1,-32.5,5708,,0
-0.69,-0.51,-0.11,-0.3,-0.42,-0.41,-0.39,,58.5,-23.14,9.59,-24.13,57.38,62.98,1,2,28,6.71,0.82,-26.7,-165.6,-26.4,4999.1,3.14,0
0.23,,,,0.19,,0.26,,354.28,30.68,-27.85,24.54,-33.75,50.17,1,2,20,7.18,0.62,-44.9,-22,8.9,6025.3,4.26,0
0.3,0.27,0.09,,,,,,354.28,14.45,22.39,-19.65,92.11,96.81,0,2,25,8.26,0.78,9999,9999,9999,5525,,0
0.33,0.39,0.06,,,,,,156.32,-19.8,34.72,-33.3,-67.81,83.14,1,2,21,8.25,0.63,-19.2,-21.5,-19.9,6269.5,,0
0.25,0.3,0.2,0.2,0.2,0.2,0.17,,354.32,-1.52,-2.3,1.85,-57.83,57.9,1,2,26,8.41,0.78,-12.8,-25,11,,,0
-0.61,-0.42,-0.37,-0.41,-0.54,-0.52,-0.53,,156.37,-45.18,29.44,-25.14,-99.68,106.94,1,2,20,8.24,0.52,-7.7,-38.3,-19.6,6050.5,3.94,0
-0.24,-0.36,,-0.23,-0.29,-0.07,0.2,,256.88,-48.25,-8.8,7.87,24.67,27.35,0,1,14,9.52,1.11,9999,9999,9999,4719,4.5,0
-0.05,0.02,-0.31,0.07,-0.03,0.02,-0.05,0.24,58.62,16.62,6,-11.05,-16.11,20.43,1,2,27,6.81,0.72,-21.5,-24.2,-5.1,5541.4,4.4,0
0.21,-0.06,-0.01,0.06,-0.02,0.18,0.09,,354.37,35.81,25.48,-18.69,-97.48,102.47,1,1,12,7.18,0.97,-22.3,-20.6,-21.3,,,0
0.06,-0.12,-0.01,0.19,0.2,0.06,0.04,0.73,156.44,35.43,-68.81,51.49,-101.43,132.94,1,1,11,6.48,1.09,-50.3,-48.5,-21.9,4650,2.62,0
-0.46,-0.04,-0.04,-0.17,-0.28,-0.24,-0.14,0.09,354.39,46.46,17.03,-11.88,16.31,26.41,1,2,28,3.82,0.98,-0.9,-8.3,-56.2,4679.9,3.12,0
-0.11,-0.24,-0.13,0.11,0.06,-0.05,-0.12,0.42,354.41,-13.06,-65.71,43.53,-42.43,89.52,1,2,29,5.67,1.03,-18.3,-0.9,10.5,4730,2.78,0
0.2,,,,,0.2,0.1,,156.48,33.8,-43.32,29.71,50.06,72.56,1,3,30,4.73,0.26,-22.9,-26.3,-1.2,7194.8,3.5,0
-0.07,,,,-0.07,,-0.03,,256.98,32.11,22.82,-16.57,23.25,36.55,1,3,38,7.21,0.56,-2.8,-26.6,15.1,5992.7,4.37,0
0.16,0.23,0.21,0.18,0.17,0.17,0.23,,156.54,-76.45,21.37,-12.94,-43.93,50.54,1,2,26,8.59,0.75,-26.3,-24,2.5,5526.7,4.35,0
-0.48,-0.29,,-0.34,-0.41,-0.38,-0.27,,58.71,52.42,21.51,-31.86,58.23,69.77,1,2,21,7.83,0.68,-147.1,32.3,-15.1,5497.4,3.9,0
0.29,,0.05,0.36,0.21,0.23,0.17,,156.54,-45.56,-0.52,0.31,-63.51,63.51,1,2,20,7.52,0.64,-33.2,-22.7,10.2,6052.5,4.16,0
-0.14,0.32,-0.02,-0.07,-0.08,-0.12,-0.19,0.06,354.5,49,-13.2,7.19,-48.26,50.55,1,3,38,7.12,0.67,-15.3,-60.4,-29.1,5701.3,3.99,1
-0.02,-0.06,-0.01,0.2,0.01,0.11,0.24,,58.74,-1.26,-8.14,11.33,-43.92,46.09,0,1,10,8.87,0.83,9999,9999,9999,5276,4.36,0
0.14,-0.16,-0.05,0.24,0.37,0.18,0.08,0.8,257.06,-17.61,36.83,-22.52,125.91,133.1,1,1,10,5.98,1.01,-9.1,-15.4,-15.6,,,0
0.11,0.26,0.21,0.1,0.05,0.08,0.1,,58.75,28.19,41.18,-56.5,6.04,70.17,1,2,25,8.03,0.74,11.4,-20.4,-6.6,5716,,0
-0.42,-0.04,-0.08,-0.14,-0.24,-0.24,-0.21,-0.12,58.77,61.17,1.19,-1.58,-20.9,20.99,1,1,12,7.85,0.83,-59.3,-17,13,4986.8,4.4,0
-0.06,-0.02,-0.1,0.09,-0.03,0.05,-0.03,-0.33,257.09,4.42,-13.64,7.84,-53.13,55.41,1,2,20,7.25,0.62,12.2,-53.8,-19.5,5918,4.1,0
0.2,,0.08,0.42,0.17,0.23,0.19,,58.78,-24.88,-59.19,75.99,24.95,99.5,1,3,35,8.21,0.46,-85.9,-18.7,-52.9,6558,4.23,0
-0.07,0.03,,-0.06,-0.07,-0.09,-0.07,-0.17,257.14,-36.64,20.7,-10.62,41.14,47.26,1,2,25,7.68,0.62,6.8,-10.6,-18.5,5838.5,,0
-0.17,-0.05,-0.3,-0.13,-0.16,-0.1,-0.02,,58.83,-65.28,17.02,-19.93,-21.57,33.94,1,1,11,8.78,0.85,-8.9,-5.7,-13.3,5142.8,4.42,0
-0.57,,-0.23,,,,,,58.84,19.38,-43.14,49.32,38.51,76,0,2,20,8.84,0.61,9999,9999,9999,5934,4.46,0
0.07,,-0.03,,,,,,156.67,48.08,-25.45,10.95,-39.39,48.16,1,2,25,8.35,0.68,4,-3.1,13.2,5783.3,4.49,0
-0.3,-0.21,-0.2,-0.25,-0.26,-0.24,-0.39,-0.17,58.9,52.23,10.68,-10.69,36.71,39.7,1,3,38,6.83,0.52,43.7,7.6,1.9,6057.7,4.15,0
0.33,0.42,0.21,0.41,0.32,0.32,0.34,0.28,257.23,-3.88,-24.39,9.84,24.09,35.67,1,2,28,6.37,0.7,22.6,-21.7,-0.4,5801.2,4.13,0
-0.1,-0.06,-0.05,-0.03,-0.1,-0.06,-0.07,-0.16,58.96,-65.19,29.11,-26.28,-39.33,55.54,1,3,38,7.78,0.55,-29.3,-52.1,-13.2,6220.3,4.43,1
-0.07,-0.01,,,-0.1,,0,,58.96,-4.53,6.91,-6.24,49.61,50.48,1,3,35,7.05,0.5,21.4,-3.4,4.6,6304,4.1,0
0.12,-0.09,-0.1,0.29,0.41,0.22,0.12,1.08,156.75,19.36,89.52,-30.42,53.51,108.64,1,1,10,6.15,1.14,-37.7,-20.5,10.4,,,0
0.26,,-0.09,,,,,,156.76,46.94,-77.3,25.6,15.39,82.86,1,2,25,8.8,0.7,28.1,-40.2,-16.8,5677,,0
-0.03,0.13,0.14,0.07,0.01,0.04,0.01,0.07,156.79,-62.02,50.4,-14.86,55.53,76.45,1,3,38,7.58,0.56,-8.3,-7.2,-43.8,6101.5,,0
-0.02,-0.11,-0.09,0.05,0.28,0.04,0.03,1.04,257.39,40.78,-84.21,19.01,5.5,86.5,1,1,13,5.08,1.28,-24.3,-51.7,-19.4,4286.5,2.4,0
-0.6,,-0.09,-0.37,-0.48,-0.45,-0.46,,257.39,33.36,-15.55,3.42,41.14,44.11,1,2,20,7.27,0.55,29.3,-53.2,24.5,5905.3,4.22,1
0.21,0.15,0.17,0.27,0.28,0.13,0.24,0.41,354.84,77.63,8.57,-1.41,11.11,14.1,1,1,11,3.22,1.03,22.8,-37.7,-1.2,4809.3,3.23,1
0.13,0.19,,0.14,0.16,0.17,0.22,,59.11,-52.93,38.48,-25.48,-23.81,51.93,1,1,11,9.26,0.84,-89.6,-51.2,-7.1,5307.2,4.46,0
-0.31,-0.09,-0.06,-0.12,-0.19,-0.16,-0.08,-0.15,59.12,-25.18,-34.07,21.88,-1.97,40.54,1,1,10,6.88,0.75,10.7,-66.5,-28.8,5373.8,4,0
0.11,,,0.33,0.09,0.25,-0.04,,354.88,28.25,49.44,-6.01,1.39,49.83,1,2,22,6.97,0.66,-85,-9.2,25,5751.3,3.91,0
-0.32,0.03,0.02,-0.17,-0.18,-0.2,0.04,0.37,354.91,-72.72,10.16,-0.96,5.13,11.42,1,1,13,7.09,0.99,31,-71,-23.3,4753.1,4.53,0
0.26,0.3,0.22,0.38,0.27,0.24,0.28,0.32,257.52,-56.45,62.39,-5.64,6.25,62.95,0,2,23,8.2,0.71,9999,9999,9999,5743,4.27,1
0.1,0.25,,,,,,,257.53,-29.97,8.87,-0.68,68.97,69.54,1,2,28,9.51,0.77,-61.3,-34.4,-6.1,5597.5,,0
-0.01,0.67,0.56,0.09,0.22,0.16,-0.1,1.13,59.15,-41.34,13.2,-7.89,8.46,17.55,0,1,16,8.85,1.21,9999,9999,9999,,,0
-0.67,-0.34,-0.18,-0.55,-0.59,-0.54,-0.41,,257.54,-60.73,-6.96,0.47,11.84,13.74,1,1,12,7.41,0.89,26.9,23.6,15.8,4908.6,4.58,0
-0.15,-0.09,-0.11,-0.12,-0.15,-0.12,-0.02,0.25,354.96,-32.74,-4.39,0.16,-17.7,18.23,1,2,29,7.19,0.8,-1.1,-29.5,3.7,5272.2,4.52,0
-0.22,,,-0.18,0.06,-0.22,-0.29,,257.56,0.48,100.57,-4.61,52.62,113.6,1,1,10,6.84,0.94,-45.7,-19.7,-14.4,4987.5,3.09,0
0.15,-0.02,0.14,0.3,0.35,0.38,0.28,0.81,156.97,36.71,25.67,-2.8,-39.5,47.19,1,2,29,4.21,0.91,-20.4,-29.1,-7,5060,2.95,0
-0.08,-0.06,0.03,0.02,-0.06,0.04,-0.04,-0.08,354.99,5.63,-10.63,0.13,-8.2,13.42,1,3,37,4.12,0.51,-7.8,-25.8,-26.7,6182.2,4.12,0
0.22,0.18,0.09,0.17,0.2,0.19,0.26,0.14,156.98,-21.7,-49.81,4.85,-14.91,52.22,0,2,22,8.49,0.69,9999,9999,9999,5760,4.56,0
-0.06,0.09,-0.04,-0.07,-0.02,0.01,0.03,0.38,45.07,-9.04,-17.63,-33.71,-15.41,41.05,0,1,10,8.95,0.9,9999,9999,9999,5226,4.4,0
0.2,0.2,0.09,,,,,,355.01,26.8,8.07,0.12,81.67,82.07,1,3,38,7.55,0.58,-51.4,-18.8,-4.1,6238,,0
-0.29,-0.18,-0.06,-0.04,-0.19,-0.14,-0.15,-0.17,157.02,48.78,2.06,-0.13,-22.8,22.9,1,2,20,6.43,0.61,20.7,-91.5,22.4,5759.5,4.33,0
0.26,0.33,0.15,0.34,0.32,0.22,0.35,0.57,157.05,-6.6,32.33,-0.94,-10.62,34.04,1,2,28,7.9,0.81,-33.1,-64,-35.1,5434.5,4.41,0
0.37,0.41,0.25,0.37,0.35,0.32,0.36,,157.06,-16.29,-43.52,0.94,28.6,52.09,1,2,25,7.86,0.72,-28,-24.5,28.8,5715,4.29,0
0.24,0.21,0.13,0.22,0.22,0.24,0.21,,257.66,24.53,28.92,1.33,-19.82,35.08,1,1,12,8.33,0.87,-71.9,-34.3,6.6,,,0
-0.06,,-0.12,-0.29,-0.22,-0.11,0.06,,157.1,-51.71,3.1,0.06,-23.56,23.76,0,1,13,8.9,1.05,9999,9999,9999,,,0
-0.1,,,-0.1,-0.18,-0.11,0.22,,59.37,-1.16,-5.89,1.96,-14.23,15.53,1,1,14,8.07,1.12,7.9,0.5,-15.4,,,0
-0.09,-0.15,-0.01,-0.05,-0.09,0.01,0.05,-0.11,355.16,-18.99,-25.67,-4.08,-3.65,26.24,1,2,28,7.58,0.73,-29.8,-17.6,-21.6,5492.8,4.46,0
-0.13,,,-0.09,-0.01,-0.02,-0.06,,355.16,-32.07,-66.73,-10.7,-52.15,85.36,1,1,10,5.31,0.97,46.9,-4.4,-2.4,4900.5,2.88,0
0.2,0.46,0.2,0.21,0.39,0.06,0.38,1.01,355.17,0.42,-114.61,-19.4,51.35,127.08,1,1,12,7.44,1.17,36.7,6,8.6,4549,2.77,0
-0.35,-0.15,-0.26,-0.24,-0.27,-0.25,-0.16,0.13,157.18,-27.37,-22.68,-2.25,-29.21,37.05,1,1,10,8.85,0.81,66.2,-31.5,9.7,5175.8,4.42,0
-0.18,,,,-0.17,,-0.09,,257.82,-56.68,61.49,12.78,-8.35,63.35,1,2,25,7.24,0.7,20.2,-8.7,-35.8,5589.3,4,1
0.57,0.65,0.56,0.53,0.56,0.55,0.48,,355.21,20.37,-1.38,-0.3,25.98,26.02,1,1,13,8.27,1.11,-24.6,-21,10.3,,,0
-0.13,-0.05,-0.24,-0.09,-0.12,-0.08,-0.01,0.27,59.48,-36.26,-4.6,0.98,35.56,35.87,1,1,10,8.5,0.77,-21.6,-0.1,-10.8,5327,4.45,0
0.12,,,0.15,0.25,0.15,0.18,,157.2,-57.23,111.48,13.49,-91.61,144.92,0,1,10,6.74,1.06,9999,9999,9999,4915,2.99,0
0.34,0.27,,,,,,,157.21,34.89,-46.17,-6.25,-15.86,49.22,1,2,22,7.83,0.65,-19.3,-19.1,-8.6,,,0
